body_temperature,walking_capacity,heart_rate,health_status,temperature_above_normal,temperature_below_normal,low_walking_capacity,high_heart_rate,low_heart_rate
38.4,11153,62,healthy,False,False,False,False,False
39.1,2969,59,unhealthy,True,False,True,False,False
38.6,11202,59,healthy,False,False,False,False,False
38.2,11640,66,healthy,False,False,False,False,False
38.7,11451,67,healthy,False,False,False,False,False
40.8,6186,98,unhealthy,True,False,True,True,False
38.2,14210,61,healthy,False,False,False,False,False
35.4,5389,37,unhealthy,False,True,True,False,True
38.1,12070,66,healthy,False,False,False,False,False
37.9,11418,61,healthy,False,False,False,False,False
38.1,12788,56,healthy,False,False,False,False,False
35.6,5746,31,unhealthy,False,True,True,False,True
35.4,4824,37,unhealthy,False,True,True,False,True
38.5,11123,69,healthy,False,False,False,False,False
41.3,8097,105,unhealthy,True,False,True,True,False
35.0,4373,42,unhealthy,False,True,True,False,True
38.1,11398,73,healthy,False,False,False,False,False
38.2,10366,63,healthy,False,False,False,False,False
38.5,12790,68,healthy,False,False,False,False,False
40.7,6963,109,unhealthy,True,False,True,True,False
38.7,10170,64,healthy,False,False,False,False,False
38.0,11830,64,healthy,False,False,False,False,False
38.5,4646,64,unhealthy,False,False,True,False,False
38.5,11382,69,healthy,False,False,False,False,False
35.5,6347,38,unhealthy,False,True,True,False,True
38.4,12020,62,healthy,False,False,False,False,False
38.2,4687,62,unhealthy,False,False,True,False,False
38.1,5203,60,unhealthy,False,False,True,False,False
40.6,7402,96,unhealthy,True,False,True,True,False
36.3,6086,46,unhealthy,False,True,True,False,False
40.8,8891,107,unhealthy,True,False,True,True,False
37.4,10477,72,healthy,False,True,False,False,False
40.6,6302,105,unhealthy,True,False,True,True,False
38.2,11266,65,healthy,False,False,False,False,False
38.6,10395,59,healthy,False,False,False,False,False
35.5,8565,30,unhealthy,False,True,True,False,True
40.9,4425,100,unhealthy,True,False,True,True,False
40.7,6042,81,unhealthy,True,False,True,False,False
38.3,11676,72,healthy,False,False,False,False,False
38.2,11316,68,healthy,False,False,False,False,False
38.1,11839,65,healthy,False,False,False,False,False
38.5,12018,50,healthy,False,False,False,False,False
40.1,7130,109,unhealthy,True,False,True,True,False
35.9,6960,45,unhealthy,False,True,True,False,False
38.0,8159,58,unhealthy,False,False,True,False,False
37.9,6924,61,unhealthy,False,False,True,False,False
38.5,11983,74,healthy,False,False,False,False,False
38.3,12709,71,healthy,False,False,False,False,False
38.7,5692,52,unhealthy,False,False,True,False,False
40.4,5864,112,unhealthy,True,False,True,True,False
38.3,11545,68,healthy,False,False,False,False,False
38.2,5354,63,unhealthy,False,False,True,False,False
38.5,12477,62,healthy,False,False,False,False,False
38.4,12352,61,healthy,False,False,False,False,False
38.6,10272,62,healthy,False,False,False,False,False
40.8,5557,121,unhealthy,True,False,True,True,False
38.1,2769,67,unhealthy,False,False,True,False,False
38.4,13320,61,healthy,False,False,False,False,False
37.8,6150,59,unhealthy,False,False,True,False,False
38.3,4269,70,unhealthy,False,False,True,False,False
40.5,5431,93,unhealthy,True,False,True,True,False
38.5,4393,65,unhealthy,False,False,True,False,False
38.4,11957,61,healthy,False,False,False,False,False
41.4,4219,103,unhealthy,True,False,True,True,False
37.6,9660,65,healthy,False,False,False,False,False
40.1,5605,113,unhealthy,True,False,True,True,False
35.4,6736,28,unhealthy,False,True,True,False,True
38.3,10527,62,healthy,False,False,False,False,False
38.1,11892,64,healthy,False,False,False,False,False
38.2,11845,67,healthy,False,False,False,False,False
40.3,5167,118,unhealthy,True,False,True,True,False
38.0,3834,64,unhealthy,False,False,True,False,False
38.4,11249,68,healthy,False,False,False,False,False
41.1,6245,127,unhealthy,True,False,True,True,False
38.4,6445,75,unhealthy,False,False,True,False,False
35.6,6633,38,unhealthy,False,True,True,False,True
38.3,11243,66,healthy,False,False,False,False,False
38.9,4160,62,unhealthy,False,False,True,False,False
35.8,5051,39,unhealthy,False,True,True,False,True
35.0,6056,27,unhealthy,False,True,True,False,True
37.8,11157,63,healthy,False,False,False,False,False
38.3,10859,67,healthy,False,False,False,False,False
38.5,11533,71,healthy,False,False,False,False,False
40.4,4887,109,unhealthy,True,False,True,True,False
40.2,5971,115,unhealthy,True,False,True,True,False
36.0,4591,34,unhealthy,False,True,True,False,True
37.7,11385,56,healthy,False,False,False,False,False
40.8,6478,104,unhealthy,True,False,True,True,False
38.3,10922,74,healthy,False,False,False,False,False
35.8,4642,37,unhealthy,False,True,True,False,True
36.1,3982,28,unhealthy,False,True,True,False,True
37.9,10884,61,healthy,False,False,False,False,False
40.3,6621,98,unhealthy,True,False,True,True,False
40.5,7422,92,unhealthy,True,False,True,True,False
38.5,10643,67,healthy,False,False,False,False,False
38.5,11470,68,healthy,False,False,False,False,False
40.9,7655,104,unhealthy,True,False,True,True,False
37.8,4728,63,unhealthy,False,False,True,False,False
38.8,12494,55,healthy,False,False,False,False,False
38.6,10237,61,healthy,False,False,False,False,False
38.2,11814,65,healthy,False,False,False,False,False
35.2,6692,34,unhealthy,False,True,True,False,True
38.3,12990,66,healthy,False,False,False,False,False
37.9,11639,67,healthy,False,False,False,False,False
37.8,5403,68,unhealthy,False,False,True,False,False
38.0,11784,69,healthy,False,False,False,False,False
35.7,4363,37,unhealthy,False,True,True,False,True
38.4,10572,59,healthy,False,False,False,False,False
38.3,9932,64,healthy,False,False,False,False,False
38.4,11535,61,healthy,False,False,False,False,False
38.2,12902,59,healthy,False,False,False,False,False
36.1,5949,44,unhealthy,False,True,True,False,True
38.4,11076,62,healthy,False,False,False,False,False
41.6,6032,108,unhealthy,True,False,True,True,False
38.3,11295,71,healthy,False,False,False,False,False
35.9,5745,36,unhealthy,False,True,True,False,True
39.0,11212,59,healthy,False,False,False,False,False
38.7,12030,71,healthy,False,False,False,False,False
35.5,6924,33,unhealthy,False,True,True,False,True
35.0,5568,43,unhealthy,False,True,True,False,True
38.4,12402,73,healthy,False,False,False,False,False
39.8,6069,126,unhealthy,True,False,True,True,False
38.2,10986,71,healthy,False,False,False,False,False
35.9,5970,44,unhealthy,False,True,True,False,True
35.3,3698,35,unhealthy,False,True,True,False,True
41.0,6455,111,unhealthy,True,False,True,True,False
36.3,6137,38,unhealthy,False,True,True,False,True
38.5,11920,49,healthy,False,False,False,False,False
37.8,4138,66,unhealthy,False,False,True,False,False
40.6,4929,88,unhealthy,True,False,True,True,False
38.6,9393,73,healthy,False,False,False,False,False
36.0,7080,42,unhealthy,False,True,True,False,True
38.3,13110,60,healthy,False,False,False,False,False
38.3,9533,64,healthy,False,False,False,False,False
40.8,6849,90,unhealthy,True,False,True,True,False
40.6,4805,95,unhealthy,True,False,True,True,False
38.6,11116,61,healthy,False,False,False,False,False
35.5,4227,38,unhealthy,False,True,True,False,True
38.3,11317,63,healthy,False,False,False,False,False
38.1,10171,69,healthy,False,False,False,False,False
40.7,5330,96,unhealthy,True,False,True,True,False
38.7,11924,72,healthy,False,False,False,False,False
38.3,11133,67,healthy,False,False,False,False,False
38.6,10839,66,healthy,False,False,False,False,False
38.1,11210,64,healthy,False,False,False,False,False
35.7,6548,34,unhealthy,False,True,True,False,True
38.2,5127,56,unhealthy,False,False,True,False,False
38.4,11602,61,healthy,False,False,False,False,False
36.3,5791,31,unhealthy,False,True,True,False,True
39.9,6593,104,unhealthy,True,False,True,True,False
38.2,10041,64,healthy,False,False,False,False,False
36.2,5732,38,unhealthy,False,True,True,False,True
37.9,11643,64,healthy,False,False,False,False,False
38.5,11362,73,healthy,False,False,False,False,False
38.3,3866,63,unhealthy,False,False,True,False,False
38.4,12947,69,healthy,False,False,False,False,False
38.3,10835,53,healthy,False,False,False,False,False
37.9,9962,63,healthy,False,False,False,False,False
38.2,9684,67,healthy,False,False,False,False,False
35.9,6263,36,unhealthy,False,True,True,False,True
37.7,6368,68,unhealthy,False,False,True,False,False
41.0,4771,97,unhealthy,True,False,True,True,False
38.0,4409,66,unhealthy,False,False,True,False,False
37.9,12402,67,healthy,False,False,False,False,False
38.7,6459,73,unhealthy,False,False,True,False,False
40.2,5637,119,unhealthy,True,False,True,True,False
38.8,10470,64,healthy,False,False,False,False,False
37.9,13108,60,healthy,False,False,False,False,False
38.4,7249,69,unhealthy,False,False,True,False,False
38.3,9997,67,healthy,False,False,False,False,False
38.6,4615,54,unhealthy,False,False,True,False,False
36.1,8391,33,unhealthy,False,True,True,False,True
37.7,10424,65,healthy,False,False,False,False,False
39.8,5488,115,unhealthy,True,False,True,True,False
38.2,4257,74,unhealthy,False,False,True,False,False
38.4,11306,71,healthy,False,False,False,False,False
38.3,5792,62,unhealthy,False,False,True,False,False
37.9,4030,64,unhealthy,False,False,True,False,False
35.2,5227,25,unhealthy,False,True,True,False,True
40.9,7222,114,unhealthy,True,False,True,True,False
38.2,11455,63,healthy,False,False,False,False,False
39.9,7309,102,unhealthy,True,False,True,True,False
38.3,12203,59,healthy,False,False,False,False,False
38.4,11300,72,healthy,False,False,False,False,False
40.6,6452,115,unhealthy,True,False,True,True,False
35.5,6882,31,unhealthy,False,True,True,False,True
38.2,6367,63,unhealthy,False,False,True,False,False
38.3,12704,70,healthy,False,False,False,False,False
38.3,11495,64,healthy,False,False,False,False,False
38.1,4072,62,unhealthy,False,False,True,False,False
38.4,4725,64,unhealthy,False,False,True,False,False
37.9,4178,64,unhealthy,False,False,True,False,False
41.1,8318,106,unhealthy,True,False,True,True,False
40.8,7798,117,unhealthy,True,False,True,True,False
38.8,11931,61,healthy,False,False,False,False,False
41.0,6252,99,unhealthy,True,False,True,True,False
38.4,14222,53,healthy,False,False,False,False,False
35.6,5880,36,unhealthy,False,True,True,False,True
38.2,14324,60,healthy,False,False,False,False,False
35.3,6974,39,unhealthy,False,True,True,False,True
35.3,5013,32,unhealthy,False,True,True,False,True
38.4,9251,69,healthy,False,False,False,False,False
38.3,11196,68,healthy,False,False,False,False,False
38.1,11296,68,healthy,False,False,False,False,False
35.5,6282,35,unhealthy,False,True,True,False,True
38.6,11375,67,healthy,False,False,False,False,False
37.9,12202,62,healthy,False,False,False,False,False
40.2,6427,105,unhealthy,True,False,True,True,False
38.5,4950,63,unhealthy,False,False,True,False,False
38.3,11723,66,healthy,False,False,False,False,False
40.2,6055,104,unhealthy,True,False,True,True,False
38.1,10513,67,healthy,False,False,False,False,False
38.6,12677,57,healthy,False,False,False,False,False
40.3,6954,95,unhealthy,True,False,True,True,False
38.5,12212,77,healthy,False,False,False,False,False
38.7,11513,65,healthy,False,False,False,False,False
38.7,12305,68,healthy,False,False,False,False,False
34.9,7040,41,unhealthy,False,True,True,False,True
38.3,10837,66,healthy,False,False,False,False,False
34.7,7135,33,unhealthy,False,True,True,False,True
38.6,10246,68,healthy,False,False,False,False,False
38.5,12671,67,healthy,False,False,False,False,False
38.4,12064,63,healthy,False,False,False,False,False
38.3,11583,67,healthy,False,False,False,False,False
41.1,6017,110,unhealthy,True,False,True,True,False
39.9,7426,113,unhealthy,True,False,True,True,False
38.5,12814,71,healthy,False,False,False,False,False
40.3,7422,126,unhealthy,True,False,True,True,False
38.0,2784,72,unhealthy,False,False,True,False,False
38.4,12249,59,healthy,False,False,False,False,False
38.2,11823,70,healthy,False,False,False,False,False
38.7,11001,70,healthy,False,False,False,False,False
38.4,10971,58,healthy,False,False,False,False,False
38.2,12476,62,healthy,False,False,False,False,False
34.6,7716,37,unhealthy,False,True,True,False,True
36.7,6977,30,unhealthy,False,True,True,False,True
38.8,3242,70,unhealthy,False,False,True,False,False
37.9,10181,58,healthy,False,False,False,False,False
37.9,13099,66,healthy,False,False,False,False,False
38.1,10576,74,healthy,False,False,False,False,False
35.8,6908,37,unhealthy,False,True,True,False,True
38.5,11809,60,healthy,False,False,False,False,False
35.0,5812,34,unhealthy,False,True,True,False,True
37.9,11160,63,healthy,False,False,False,False,False
38.3,10567,67,healthy,False,False,False,False,False
38.6,12182,70,healthy,False,False,False,False,False
39.9,6256,106,unhealthy,True,False,True,True,False
36.7,5814,39,unhealthy,False,True,True,False,True
38.6,11205,68,healthy,False,False,False,False,False
38.8,11725,72,healthy,False,False,False,False,False
35.3,6504,29,unhealthy,False,True,True,False,True
38.5,11580,71,healthy,False,False,False,False,False
36.0,6901,34,unhealthy,False,True,True,False,True
40.1,7112,120,unhealthy,True,False,True,True,False
39.5,5559,88,unhealthy,True,False,True,True,False
38.4,11071,70,healthy,False,False,False,False,False
38.6,10871,71,healthy,False,False,False,False,False
38.1,10726,66,healthy,False,False,False,False,False
38.4,11802,68,healthy,False,False,False,False,False
39.8,5435,97,unhealthy,True,False,True,True,False
40.5,6151,98,unhealthy,True,False,True,True,False
35.4,6981,35,unhealthy,False,True,True,False,True
36.0,6727,40,unhealthy,False,True,True,False,True
35.9,6100,39,unhealthy,False,True,True,False,True
38.5,4508,67,unhealthy,False,False,True,False,False
38.8,2831,72,unhealthy,False,False,True,False,False
37.9,13090,65,healthy,False,False,False,False,False
38.6,11069,69,healthy,False,False,False,False,False
34.3,7582,33,unhealthy,False,True,True,False,True
38.1,12914,61,healthy,False,False,False,False,False
38.0,11364,61,healthy,False,False,False,False,False
41.4,5982,99,unhealthy,True,False,True,True,False
38.4,4563,66,unhealthy,False,False,True,False,False
35.5,6656,32,unhealthy,False,True,True,False,True
35.3,4860,43,unhealthy,False,True,True,False,True
35.5,4722,37,unhealthy,False,True,True,False,True
36.2,7339,36,unhealthy,False,True,True,False,True
41.3,6308,104,unhealthy,True,False,True,True,False
37.8,10639,60,healthy,False,False,False,False,False
38.1,9873,62,healthy,False,False,False,False,False
38.5,12769,70,healthy,False,False,False,False,False
38.2,10150,67,healthy,False,False,False,False,False
41.0,7577,112,unhealthy,True,False,True,True,False
38.7,11327,59,healthy,False,False,False,False,False
38.8,11688,66,healthy,False,False,False,False,False
37.7,11345,68,healthy,False,False,False,False,False
40.4,7128,100,unhealthy,True,False,True,True,False
38.3,11769,60,healthy,False,False,False,False,False
40.9,5688,122,unhealthy,True,False,True,True,False
38.0,12170,65,healthy,False,False,False,False,False
38.4,10575,51,healthy,False,False,False,False,False
38.0,9510,66,healthy,False,False,False,False,False
38.3,11756,74,healthy,False,False,False,False,False
38.5,6429,71,unhealthy,False,False,True,False,False
37.5,9770,65,healthy,False,False,False,False,False
38.4,12259,73,healthy,False,False,False,False,False
38.8,11164,59,healthy,False,False,False,False,False
38.1,11508,70,healthy,False,False,False,False,False
38.8,4044,66,unhealthy,False,False,True,False,False
38.2,5212,61,unhealthy,False,False,True,False,False
38.7,11909,67,healthy,False,False,False,False,False
38.0,5915,66,unhealthy,False,False,True,False,False
36.2,6396,26,unhealthy,False,True,True,False,True
35.5,6020,37,unhealthy,False,True,True,False,True
38.5,11698,54,healthy,False,False,False,False,False
38.4,10658,66,healthy,False,False,False,False,False
38.7,12446,63,healthy,False,False,False,False,False
38.1,11075,68,healthy,False,False,False,False,False
38.2,11553,71,healthy,False,False,False,False,False
38.6,11394,64,healthy,False,False,False,False,False
38.4,11259,69,healthy,False,False,False,False,False
38.4,10600,69,healthy,False,False,False,False,False
38.3,10959,70,healthy,False,False,False,False,False
38.0,12197,65,healthy,False,False,False,False,False
40.5,6864,103,unhealthy,True,False,True,True,False
38.1,10984,69,healthy,False,False,False,False,False
38.2,5328,69,unhealthy,False,False,True,False,False
38.0,11502,61,healthy,False,False,False,False,False
38.0,12223,59,healthy,False,False,False,False,False
41.5,5507,113,unhealthy,True,False,True,True,False
36.4,5616,42,unhealthy,False,True,True,False,True
38.5,12575,66,healthy,False,False,False,False,False
38.1,11063,63,healthy,False,False,False,False,False
38.9,11674,65,healthy,False,False,False,False,False
38.4,9819,73,healthy,False,False,False,False,False
35.5,5883,31,unhealthy,False,True,True,False,True
38.4,4301,65,unhealthy,False,False,True,False,False
38.3,5692,61,unhealthy,False,False,True,False,False
38.2,4346,62,unhealthy,False,False,True,False,False
35.2,4607,38,unhealthy,False,True,True,False,True
38.3,4471,61,unhealthy,False,False,True,False,False
38.4,12045,58,healthy,False,False,False,False,False
40.2,5909,125,unhealthy,True,False,True,True,False
38.0,11759,58,healthy,False,False,False,False,False
38.1,13364,62,healthy,False,False,False,False,False
38.9,4655,66,unhealthy,False,False,True,False,False
41.5,6443,97,unhealthy,True,False,True,True,False
38.6,9778,55,healthy,False,False,False,False,False
35.0,5595,33,unhealthy,False,True,True,False,True
38.4,11252,59,healthy,False,False,False,False,False
35.0,4796,26,unhealthy,False,True,True,False,True
38.3,11484,71,healthy,False,False,False,False,False
40.4,6797,108,unhealthy,True,False,True,True,False
38.4,10632,59,healthy,False,False,False,False,False
38.6,4659,67,unhealthy,False,False,True,False,False
39.8,6687,122,unhealthy,True,False,True,True,False
38.6,3997,60,unhealthy,False,False,True,False,False
38.3,10180,63,healthy,False,False,False,False,False
37.6,10848,65,healthy,False,False,False,False,False
38.2,5103,64,unhealthy,False,False,True,False,False
38.3,11946,65,healthy,False,False,False,False,False
38.5,12005,59,healthy,False,False,False,False,False
38.2,12149,71,healthy,False,False,False,False,False
38.1,11306,63,healthy,False,False,False,False,False
38.8,11550,63,healthy,False,False,False,False,False
35.8,5068,36,unhealthy,False,True,True,False,True
38.4,12691,68,healthy,False,False,False,False,False
38.0,9565,64,healthy,False,False,False,False,False
35.6,4913,33,unhealthy,False,True,True,False,True
38.4,12041,65,healthy,False,False,False,False,False
35.5,6487,31,unhealthy,False,True,True,False,True
35.3,6494,29,unhealthy,False,True,True,False,True
37.9,13124,68,healthy,False,False,False,False,False
38.6,12640,65,healthy,False,False,False,False,False
38.3,11603,56,healthy,False,False,False,False,False
38.6,10996,63,healthy,False,False,False,False,False
38.2,11881,66,healthy,False,False,False,False,False
38.6,12453,73,healthy,False,False,False,False,False
34.9,4768,40,unhealthy,False,True,True,False,True
38.2,5853,67,unhealthy,False,False,True,False,False
40.9,7822,117,unhealthy,True,False,True,True,False
38.1,11189,68,healthy,False,False,False,False,False
38.3,13151,65,healthy,False,False,False,False,False
38.5,13591,69,healthy,False,False,False,False,False
39.8,5171,87,unhealthy,True,False,True,True,False
38.0,4823,67,unhealthy,False,False,True,False,False
38.0,11227,63,healthy,False,False,False,False,False
40.9,6013,88,unhealthy,True,False,True,True,False
40.1,5934,122,unhealthy,True,False,True,True,False
38.4,10374,64,healthy,False,False,False,False,False
38.3,12874,65,healthy,False,False,False,False,False
38.4,11351,69,healthy,False,False,False,False,False
36.1,5051,37,unhealthy,False,True,True,False,True
38.2,5908,72,unhealthy,False,False,True,False,False
38.7,11939,62,healthy,False,False,False,False,False
38.4,11116,64,healthy,False,False,False,False,False
35.7,3740,35,unhealthy,False,True,True,False,True
38.3,12151,62,healthy,False,False,False,False,False
38.4,11754,68,healthy,False,False,False,False,False
38.1,4299,67,unhealthy,False,False,True,False,False
37.8,3881,63,unhealthy,False,False,True,False,False
40.4,4691,120,unhealthy,True,False,True,True,False
38.2,12530,68,healthy,False,False,False,False,False
38.1,10922,64,healthy,False,False,False,False,False
38.7,12488,70,healthy,False,False,False,False,False
38.1,5644,66,unhealthy,False,False,True,False,False
38.2,13181,60,healthy,False,False,False,False,False
38.5,11380,59,healthy,False,False,False,False,False
40.8,7068,106,unhealthy,True,False,True,True,False
38.0,4065,65,unhealthy,False,False,True,False,False
38.5,12574,60,healthy,False,False,False,False,False
38.2,12677,70,healthy,False,False,False,False,False
37.9,10159,74,healthy,False,False,False,False,False
37.8,4814,65,unhealthy,False,False,True,False,False
38.8,11979,70,healthy,False,False,False,False,False
37.9,11064,61,healthy,False,False,False,False,False
38.1,10849,57,healthy,False,False,False,False,False
38.3,11144,75,healthy,False,False,False,False,False
38.6,11190,66,healthy,False,False,False,False,False
36.3,6569,29,unhealthy,False,True,True,False,True
37.9,12256,67,healthy,False,False,False,False,False
38.6,10427,70,healthy,False,False,False,False,False
38.2,10971,67,healthy,False,False,False,False,False
39.6,5952,95,unhealthy,True,False,True,True,False
40.8,6458,110,unhealthy,True,False,True,True,False
38.8,6769,63,unhealthy,False,False,True,False,False
38.5,11691,70,healthy,False,False,False,False,False
34.7,5413,36,unhealthy,False,True,True,False,True
38.2,4705,67,unhealthy,False,False,True,False,False
40.4,4904,95,unhealthy,True,False,True,True,False
38.6,11433,62,healthy,False,False,False,False,False
38.2,12323,68,healthy,False,False,False,False,False
40.2,7449,119,unhealthy,True,False,True,True,False
39.0,3799,71,unhealthy,False,False,True,False,False
40.9,7969,103,unhealthy,True,False,True,True,False
38.7,12225,59,healthy,False,False,False,False,False
35.8,5206,36,unhealthy,False,True,True,False,True
38.1,5470,65,unhealthy,False,False,True,False,False
38.5,10474,69,healthy,False,False,False,False,False
38.6,5104,56,unhealthy,False,False,True,False,False
38.1,4548,70,unhealthy,False,False,True,False,False
38.4,11109,65,healthy,False,False,False,False,False
34.1,6487,33,unhealthy,False,True,True,False,True
35.0,7394,37,unhealthy,False,True,True,False,True
38.6,11992,74,healthy,False,False,False,False,False
37.9,11888,71,healthy,False,False,False,False,False
37.9,11913,66,healthy,False,False,False,False,False
38.5,10518,65,healthy,False,False,False,False,False
38.1,12693,64,healthy,False,False,False,False,False
38.2,12549,64,healthy,False,False,False,False,False
38.6,12225,60,healthy,False,False,False,False,False
38.5,11272,65,healthy,False,False,False,False,False
38.6,11580,53,healthy,False,False,False,False,False
38.0,5584,65,unhealthy,False,False,True,False,False
38.5,11351,75,healthy,False,False,False,False,False
40.8,5285,104,unhealthy,True,False,True,True,False
38.0,4041,73,unhealthy,False,False,True,False,False
41.2,5697,113,unhealthy,True,False,True,True,False
38.3,4746,59,unhealthy,False,False,True,False,False
38.0,10185,69,healthy,False,False,False,False,False
38.3,11440,62,healthy,False,False,False,False,False
38.2,5619,63,unhealthy,False,False,True,False,False
40.4,5978,90,unhealthy,True,False,True,True,False
38.2,5318,82,unhealthy,False,False,True,False,False
38.9,13180,71,healthy,False,False,False,False,False
35.7,4600,36,unhealthy,False,True,True,False,True
38.1,12321,64,healthy,False,False,False,False,False
37.6,11839,69,healthy,False,False,False,False,False
38.1,11855,71,healthy,False,False,False,False,False
38.4,10590,66,healthy,False,False,False,False,False
37.9,4207,68,unhealthy,False,False,True,False,False
35.4,4676,36,unhealthy,False,True,True,False,True
35.7,7517,32,unhealthy,False,True,True,False,True
38.3,4011,65,unhealthy,False,False,True,False,False
35.6,6684,32,unhealthy,False,True,True,False,True
40.8,4587,107,unhealthy,True,False,True,True,False
38.7,11488,65,healthy,False,False,False,False,False
38.2,5296,67,unhealthy,False,False,True,False,False
38.2,13555,76,healthy,False,False,False,False,False
38.3,11831,75,healthy,False,False,False,False,False
35.1,6101,23,unhealthy,False,True,True,False,True
38.0,12628,57,healthy,False,False,False,False,False
38.5,5188,67,unhealthy,False,False,True,False,False
37.9,6162,73,unhealthy,False,False,True,False,False
35.0,4916,23,unhealthy,False,True,True,False,True
38.0,11898,60,healthy,False,False,False,False,False
38.3,13554,65,healthy,False,False,False,False,False
38.3,11329,66,healthy,False,False,False,False,False
38.3,12495,71,healthy,False,False,False,False,False
38.6,12295,53,healthy,False,False,False,False,False
40.6,7533,117,unhealthy,True,False,True,True,False
38.4,11293,69,healthy,False,False,False,False,False
38.5,10202,64,healthy,False,False,False,False,False
38.1,11896,57,healthy,False,False,False,False,False
38.2,11124,65,healthy,False,False,False,False,False
38.2,12277,61,healthy,False,False,False,False,False
38.2,6830,63,unhealthy,False,False,True,False,False
38.3,5177,65,unhealthy,False,False,True,False,False
38.5,11097,72,healthy,False,False,False,False,False
35.1,5547,40,unhealthy,False,True,True,False,True
38.5,11056,66,healthy,False,False,False,False,False
38.5,10518,74,healthy,False,False,False,False,False
38.8,11569,60,healthy,False,False,False,False,False
38.3,12059,73,healthy,False,False,False,False,False
38.4,11578,68,healthy,False,False,False,False,False
38.0,11479,63,healthy,False,False,False,False,False
38.9,11637,60,healthy,False,False,False,False,False
37.5,11701,70,healthy,False,False,False,False,False
36.1,6758,27,unhealthy,False,True,True,False,True
38.6,5685,61,unhealthy,False,False,True,False,False
38.5,9475,60,healthy,False,False,False,False,False
38.0,8968,56,healthy,False,False,True,False,False
38.3,4436,58,unhealthy,False,False,True,False,False
38.5,12847,63,healthy,False,False,False,False,False
37.7,10861,66,healthy,False,False,False,False,False
38.2,12607,68,healthy,False,False,False,False,False
38.1,4009,55,unhealthy,False,False,True,False,False
38.0,9913,69,healthy,False,False,False,False,False
38.3,2897,64,unhealthy,False,False,True,False,False
35.4,8207,29,unhealthy,False,True,True,False,True
41.0,4773,105,unhealthy,True,False,True,True,False
38.4,9955,68,healthy,False,False,False,False,False
35.1,5749,37,unhealthy,False,True,True,False,True
38.3,11685,58,healthy,False,False,False,False,False
38.4,12788,63,healthy,False,False,False,False,False
38.7,10386,59,healthy,False,False,False,False,False
37.5,10861,56,healthy,False,False,False,False,False
40.2,5592,81,unhealthy,True,False,True,False,False
38.6,12331,56,healthy,False,False,False,False,False
38.1,11889,72,healthy,False,False,False,False,False
38.0,11217,66,healthy,False,False,False,False,False
37.6,11401,53,healthy,False,False,False,False,False
38.9,12522,62,healthy,False,False,False,False,False
38.5,6728,58,unhealthy,False,False,True,False,False
38.3,6933,62,unhealthy,False,False,True,False,False
38.4,11642,67,healthy,False,False,False,False,False
38.4,10704,64,healthy,False,False,False,False,False
40.2,5569,109,unhealthy,True,False,True,True,False
38.4,12585,62,healthy,False,False,False,False,False
37.9,11115,69,healthy,False,False,False,False,False
34.9,4864,30,unhealthy,False,True,True,False,True
38.0,3901,65,unhealthy,False,False,True,False,False
38.9,10560,67,healthy,False,False,False,False,False
38.2,4911,67,unhealthy,False,False,True,False,False
38.4,4302,65,unhealthy,False,False,True,False,False
38.4,5385,61,unhealthy,False,False,True,False,False
38.7,4834,64,unhealthy,False,False,True,False,False
40.3,5751,101,unhealthy,True,False,True,True,False
37.9,10845,64,healthy,False,False,False,False,False
38.2,12919,58,healthy,False,False,False,False,False
38.4,12204,60,healthy,False,False,False,False,False
38.3,10264,60,healthy,False,False,False,False,False
38.0,10077,73,healthy,False,False,False,False,False
38.4,10603,68,healthy,False,False,False,False,False
38.4,5963,70,unhealthy,False,False,True,False,False
38.4,11188,62,healthy,False,False,False,False,False
38.3,3887,73,unhealthy,False,False,True,False,False
40.2,5821,102,unhealthy,True,False,True,True,False
38.0,12497,62,healthy,False,False,False,False,False
40.2,6899,106,unhealthy,True,False,True,True,False
38.6,4455,68,unhealthy,False,False,True,False,False
36.2,7798,32,unhealthy,False,True,True,False,True
40.9,6784,105,unhealthy,True,False,True,True,False
38.4,11137,67,healthy,False,False,False,False,False
36.1,4907,29,unhealthy,False,True,True,False,True
38.1,9116,68,healthy,False,False,False,False,False
38.5,11801,58,healthy,False,False,False,False,False
41.2,6985,112,unhealthy,True,False,True,True,False
35.6,6474,44,unhealthy,False,True,True,False,True
38.3,5837,63,unhealthy,False,False,True,False,False
35.7,7335,37,unhealthy,False,True,True,False,True
38.7,5517,64,unhealthy,False,False,True,False,False
38.0,9306,71,healthy,False,False,False,False,False
37.7,11194,58,healthy,False,False,False,False,False
38.6,11049,66,healthy,False,False,False,False,False
40.2,5400,105,unhealthy,True,False,True,True,False
40.3,7343,116,unhealthy,True,False,True,True,False
38.4,10560,72,healthy,False,False,False,False,False
35.7,7813,42,unhealthy,False,True,True,False,True
38.8,5273,61,unhealthy,False,False,True,False,False
40.4,5817,97,unhealthy,True,False,True,True,False
38.7,5698,74,unhealthy,False,False,True,False,False
38.0,4909,64,unhealthy,False,False,True,False,False
34.6,6997,39,unhealthy,False,True,True,False,True
38.4,12553,59,healthy,False,False,False,False,False
38.7,11088,68,healthy,False,False,False,False,False
41.0,4293,109,unhealthy,True,False,True,True,False
38.2,11487,62,healthy,False,False,False,False,False
36.0,5914,37,unhealthy,False,True,True,False,True
35.4,5071,32,unhealthy,False,True,True,False,True
38.6,4569,68,unhealthy,False,False,True,False,False
